id_time,id_id,id_n_id,id_meter_id,id_stand_energy_kirim,id_stand_energy_kirim_status,id_v1,id_v1_status,id_v2,id_v2_status,id_v3,id_v3_status,id_i1,id_i1_status,id_i2,id_i2_status,id_i3,id_i3_status,id_frequency,id_frequency_status,id_power_factor,id_power_factor_status,reactive_energy_import,reactive_energy_import_status,reactive_energy_export,reactive_energy_export_status,apparent_energy_import,apparent_energy_import_status,rssi,rssi_status,lokasi
2024-01-01 00:00:00,605043,13,OPMC_AHU_L2,19152800.0,original,229.0,original,230.0,original,231.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.98,original,0.348,original,251920.0,original,4786481.0,original,22744303.0,original,-90.0,original,103
2024-01-01 01:00:00,605043,13,OPMC_AHU_L2,19153100.0,original,229.0,original,230.0,original,232.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.3465,original,251920.0,original,4787323.0,original,22745289.0,original,-91.0,original,103
2024-01-01 02:00:00,605043,13,OPMC_AHU_L2,19153800.0,original,230.0,original,230.0,original,232.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.3456999999999999,original,251920.0,original,4788801.0,original,22747019.0,original,-91.0,original,103
2024-01-01 03:00:00,605043,13,OPMC_AHU_L2,19154200.0,original,230.0,original,230.0,original,233.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.3448,original,251920.0,original,4789863.0,original,22748260.0,original,-90.0,original,103
2024-01-01 04:00:00,605043,13,OPMC_AHU_L2,19154700.0,original,228.0,original,229.0,original,231.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.3495999999999999,original,251920.0,original,4791122.0,original,22749737.0,original,-90.0,original,103
2024-01-01 05:00:00,605043,13,OPMC_AHU_L2,19155300.0,original,228.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.3491999999999999,original,251920.0,original,4792585.0,original,22751453.0,original,-90.0,original,103
2024-01-01 06:00:00,605043,13,OPMC_AHU_L2,19155800.0,original,228.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.3505999999999999,original,251920.0,original,4793624.0,original,22752673.0,original,-98.0,original,103
2024-01-01 07:00:00,605043,13,OPMC_AHU_L2,19156300.0,original,227.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.3522999999999999,original,251920.0,original,4794867.0,original,22754134.0,original,-90.0,original,103
2024-01-01 08:00:00,605043,13,OPMC_AHU_L2,19156900.0,original,227.0,original,227.0,original,229.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.3555,original,251920.0,original,4796107.0,original,22755591.0,original,-99.0,original,103
2024-01-01 09:00:00,605043,13,OPMC_AHU_L2,19157400.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.3569,original,251920.0,original,4797334.0,original,22757036.0,original,-101.0,original,103
2024-01-01 10:00:00,605043,13,OPMC_AHU_L2,19157900.0,original,227.0,original,227.0,original,229.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.95,original,0.3545999999999999,original,251920.0,original,4798548.0,original,22758470.0,original,-96.0,original,103
2024-01-01 11:00:00,605043,13,OPMC_AHU_L2,19158400.0,original,226.0,original,227.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.01,original,0.3569,original,251920.0,original,4799773.0,original,22759912.0,original,-89.0,original,103
2024-01-01 12:00:00,605043,13,OPMC_AHU_L2,19159000.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.01,original,0.3576999999999999,original,251920.0,original,4800993.0,original,22761351.0,original,-102.0,original,103
2024-01-01 13:00:00,605043,13,OPMC_AHU_L2,19159500.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.3561999999999999,original,251920.0,original,4802214.0,original,22762791.0,original,-93.0,original,103
2024-01-01 14:00:00,605043,13,OPMC_AHU_L2,19160000.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.96,original,0.358,original,251920.0,original,4803432.0,original,22764228.0,original,-90.0,original,103
2024-01-01 15:00:00,605043,13,OPMC_AHU_L2,19160600.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.02,original,0.3572999999999999,original,251920.0,original,4804648.0,original,22765665.0,original,-91.0,original,103
2024-01-01 16:00:00,605043,13,OPMC_AHU_L2,19161100.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.96,original,0.3577999999999999,original,251920.0,original,4805865.0,original,22767101.0,original,-90.0,original,103
2024-01-01 17:00:00,605043,13,OPMC_AHU_L2,19161700.0,original,226.0,original,226.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.02,original,0.3577999999999999,original,251920.0,original,4807287.0,original,22768779.0,original,-88.0,original,103
2024-01-01 18:00:00,605043,13,OPMC_AHU_L2,19162200.0,original,225.0,original,225.0,original,227.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.0,original,0.3588999999999999,original,251920.0,original,4808299.0,original,22769974.0,original,-101.0,original,103
2024-01-01 19:00:00,605043,13,OPMC_AHU_L2,19162800.0,original,228.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.01,original,0.3520999999999999,original,251920.0,original,4809735.0,original,22771666.0,original,-90.0,original,103
2024-01-01 20:00:00,605043,13,OPMC_AHU_L2,19163300.0,original,228.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.02,original,0.3526999999999999,original,251920.0,original,4810975.0,original,22773122.0,original,-96.0,original,103
2024-01-01 21:00:00,605043,13,OPMC_AHU_L2,19163700.0,original,228.0,original,228.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.3525,original,251920.0,original,4812007.0,original,22774335.0,original,-91.0,original,103
2024-01-01 22:00:00,605043,13,OPMC_AHU_L2,19164300.0,original,229.0,original,229.0,original,231.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.98,original,0.3491999999999999,original,251920.0,original,4813256.0,original,22775800.0,original,-90.0,original,103
2024-01-01 23:00:00,605043,13,OPMC_AHU_L2,19164800.0,original,230.0,original,230.0,original,233.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.3464,original,251920.0,original,4814520.0,original,22777282.0,original,-91.0,original,103
2024-01-02 00:00:00,605043,13,OPMC_AHU_L2,19165300.0,original,229.0,original,229.0,original,231.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.3482999999999999,original,251920.0,original,4815768.0,original,22778747.0,original,-101.0,original,103
2024-01-02 01:00:00,605043,13,OPMC_AHU_L2,19165900.0,original,229.0,original,229.0,original,232.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.01,original,0.3485999999999999,original,251920.0,original,4817025.0,original,22780221.0,original,-89.0,original,103
2024-01-02 02:00:00,605043,13,OPMC_AHU_L2,19166400.0,original,230.0,original,230.0,original,232.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.04,original,0.3464,original,251920.0,original,4818284.0,original,22781697.0,original,-93.0,original,103
2024-01-02 03:00:00,605043,13,OPMC_AHU_L2,19166900.0,original,230.0,original,230.0,original,232.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.3465999999999999,original,251920.0,original,4819549.0,original,22783180.0,original,-90.0,original,103
