id_time,id_id,id_n_id,id_meter_id,id_stand_energy_kirim,id_stand_energy_kirim_status,id_v1,id_v1_status,id_v2,id_v2_status,id_v3,id_v3_status,id_i1,id_i1_status,id_i2,id_i2_status,id_i3,id_i3_status,id_frequency,id_frequency_status,id_power_factor,id_power_factor_status,reactive_energy_import,reactive_energy_import_status,reactive_energy_export,reactive_energy_export_status,apparent_energy_import,apparent_energy_import_status,rssi,rssi_status,lokasi
2024-01-01 00:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,229.0,original,231.0,original,229.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.98,original,0.2272999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-49.0,original,105
2024-01-01 01:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,229.0,original,232.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.2239,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 02:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,230.0,original,232.0,original,230.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.2224999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-94.0,original,105
2024-01-01 03:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,230.0,original,233.0,original,231.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.2274,original,170894.0,original,58523.0,original,2878981.0,original,-49.0,original,105
2024-01-01 04:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,228.0,original,231.0,original,229.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.2269,original,170894.0,original,58523.0,original,2878981.0,original,-50.0,original,105
2024-01-01 05:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,228.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.2214999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-97.0,original,105
2024-01-01 06:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,228.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.2199999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-48.0,original,105
2024-01-01 07:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,227.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.05,original,0.2224,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 08:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,227.0,original,229.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.98,original,0.2241999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-53.0,original,105
2024-01-01 09:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.2174999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-53.0,original,105
2024-01-01 10:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,227.0,original,229.0,original,227.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.96,original,0.2222999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-53.0,original,105
2024-01-01 11:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,227.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.2194999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-94.0,original,105
2024-01-01 12:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,227.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.01,original,0.2193999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 13:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.96,original,0.2198999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 14:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.96,original,0.2224,original,170894.0,original,58523.0,original,2878981.0,original,-97.0,original,105
2024-01-01 15:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.02,original,0.2212999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-96.0,original,105
2024-01-01 16:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.04,original,0.2208999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-49.0,original,105
2024-01-01 17:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,226.0,original,228.0,original,226.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,50.03,original,0.2181999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 18:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,225.0,original,227.0,original,225.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.97,original,0.2207999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 19:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,227.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.2256999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-51.0,original,105
2024-01-01 20:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,227.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.2204999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-53.0,original,105
2024-01-01 21:00:00,604997,14,OPMC_AHU_L4,2678070.0,original,228.0,original,230.0,original,228.0,original,0.0,gap_too_large,0.0,gap_too_large,0.0,gap_too_large,49.99,original,0.2224999999999999,original,170894.0,original,58523.0,original,2878981.0,original,-100.0,original,105
